Unnamed: 0,Index,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 uniq sent token name,ERC20 uniq rec token name,Total_Transactions
0.772077529744924,0.717919145035293,0,0.4224446998148872,0.7035682124679271,0.7230085386040955,0.44123008568346517,0.44123008568346517,0.0,0.35279251707865,0.35279251707865,0.4893384876115743,0.6195156162140293,0.5875208812486984,0.48931885014365595,0.6195123932109702,0.5875156181962071,0.0,0.0,0.0,0.5143212870569726,0.628526774460323,0.6285308980074841,0.0,0.0015791381664698912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8824601713669303
0.7839022819540095,0.7758423950288167,0,0.5319189831337563,0.7571023768736621,0.8364282232321582,0.7473955905534918,0.7473955905534918,0.0,0.35279251707865,0.35279251707865,0.14396936084958198,0.35043625620535107,0.14993011028902276,0.142614920087758,0.35020762235581065,0.14963580779349536,0.0,0.0,0.0,0.7605723674902605,0.710187263398511,0.7102650069268757,0.0,0.24623785417786928,0.4860001779968491,0.8798789123020162,0.6944654816061759,0.0,0.35279251707865,0.44123008568346517,0.0,0.44123008568346517,0.0,0.8798789123020162,0.8766451049492966,0.6944654816061759,0.6944654816061759,0.6944654816061759,0.35279251707865,0.44123008568346517,1.4947911811069836
0.7604261114445151,0.7604374119921241,0,0.5493354432997687,0.0,0.622439308954215,0.4860001779968491,0.44123008568346517,0.0,0.44123008568346517,0.4860001779968491,0.7483884685427186,0.7547986764994613,0.7519050248094737,0.004991705674905418,0.7609936035092077,0.7437248908874543,0.0,0.0,0.0,0.5343829898349378,0.7645520086628464,0.7645520207987866,0.0,0.0014109173007014627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272302636803142
0.7507081408689846,0.7507289919836823,0,0.7085974153180709,0.0,0.7269610424852484,0.44123008568346517,0.35279251707865,0.0,0.35279251707865,0.44123008568346517,0.694786511508806,0.694786511508806,0.694786511508806,0.44123008568346517,0.6941399023237724,0.6701956834881702,0.0,0.0,0.0,0.4860001779968491,0.694786055784679,0.694786511508806,0.0,0.001424437332637583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7940226027621151
0.7682957403167369,0.7683023554944242,0,0.0,0.7748076799694549,0.8234722255319873,0.0,0.6773791226501837,0.35279251707865,0.5617012295157272,0.0,0.0,0.3529039339492336,0.18709881898578323,0.0,0.0,0.0,0.0,0.0,0.0,0.6779793320451609,0.0,0.6221879583194766,0.0,0.6221879583194766,0.44123008568346517,0.36949479399571095,0.0,0.0,0.0,0.44123008568346517,0.0,0.44123008568346517,0.20010382291602882,0.32329874945772474,0.27398520222418454,0.0,0.0,0.0,0.0,0.44123008568346517,0.6773791226501837
0.7868671015986518,0.7506663595915903,1,0.0,0.7355328694843182,0.8042351538457128,0.35279251707865,0.4860001779968491,0.0,0.4860001779968491,0.35279251707865,0.1722047712991977,0.2569221107400786,0.2320901441381939,0.38235493262561426,0.38235493262561426,0.38235493262561426,0.0,0.0,0.0,0.5143212870569726,0.38235491472569527,0.3824455354791743,0.0,0.0008595201185210811,0.35279251707865,0.6056355933196019,0.0,0.0,0.0,0.35279251707865,0.0,0.35279251707865,0.6056355933196019,0.6056355933196019,0.6056355933196019,0.0,0.0,0.0,0.0,0.35279251707865,0.8387926950754991
0.7838064737770405,0.7756617833907067,0,0.6401374929235417,0.24260092701736619,0.6856389460959881,0.4860001779968491,0.44123008568346517,0.0,0.44123008568346517,0.4860001779968491,0.6580427513960596,0.6788505707835396,0.6701962360487171,0.08354042635160354,0.6724336599381298,0.6533418550837753,0.0,0.0,0.0,0.5343829898349378,0.6947860275189871,0.694786511508806,0.0,0.0015125079187640615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272302636803142
0.783831006409618,0.7757081312058758,0,0.6970204542468301,0.28208496004261036,0.7275721561229528,0.4860001779968491,0.44123008568346517,0.0,0.44123008568346517,0.44123008568346517,0.6594825025260026,0.6780964947081717,0.6701962360487171,0.08354042635160354,0.6944653265392158,0.6533418682162152,0.0,0.0,0.0,0.5343829898349378,0.6947860367388381,0.694786511508806,0.0,0.0014838026497819624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272302636803142
0.7865070905350987,0.7452014979171028,1,0.0,0.472089574817725,0.7531489876115094,0.35279251707865,0.44123008568346517,0.0,0.35279251707865,0.35279251707865,0.009804238028556428,0.2569221107400786,0.17076855366777471,0.2588262740969723,0.2588262740969723,0.2588262740969723,0.0,0.0,0.0,0.4860001779968491,0.2588262740969723,0.25963520071182816,0.0,0.002982116215671279,0.35279251707865,0.6056355933196019,0.0,0.0,0.0,0.35279251707865,0.0,0.35279251707865,0.6056355933196019,0.6056355933196019,0.6056355933196019,0.0,0.0,0.0,0.0,0.35279251707865,0.7940226027621151
0.7860204635256245,0.7338303343705413,1,0.0,0.0,0.5094779994669173,0.35279251707865,0.35279251707865,0.0,0.35279251707865,0.35279251707865,0.4965515154608127,0.4965515154608127,0.4965515154608127,0.49652569351424936,0.49652569351424936,0.49652569351424936,0.0,0.0,0.0,0.44123008568346517,0.49652570461271806,0.49655152655542106,0.0,0.0008595201185210811,0.35279251707865,0.6056355933196019,0.0,0.0,0.0,0.35279251707865,0.0,0.35279251707865,0.6056355933196019,0.6056355933196019,0.6056355933196019,0.0,0.0,0.0,0.0,0.35279251707865,0.7055850341573
0.7860579482426424,0.7349843018786097,1,0.6583369879488061,0.5374159863981521,0.711152502323354,0.44123008568346517,0.6255609474815195,0.0,0.6255609474815195,0.44123008568346517,0.0009980043236057475,0.35811064301937745,0.2147778371104292,0.5004622709397828,0.5005219588533131,0.5004921209933544,0.0,0.0,0.0,0.63080817038301,0.5608961717344152,0.560919376711179,0.0,0.0020912199422940913,0.35279251707865,0.6056355933196019,0.0,0.0,0.0,0.35279251707865,0.0,0.35279251707865,0.6056355933196019,0.6056355933196019,0.6056355933196019,0.0,0.0,0.0,0.0,0.35279251707865,1.0667910331649846
0.7853917569388128,0.6802614307792342,1,0.723117479481284,0.40271315221681747,0.7579333670983693,0.5343829898349378,0.5871908758202614,0.0,0.44123008568346517,0.5343829898349378,0.0,0.485633682264154,0.19374982604000385,0.0,0.47445431160191,0.28612301906090803,0.0,0.0,0.0,0.6124288945957818,0.488989675808698,0.48900220579608034,0.0,0.0003777144658451109,0.35279251707865,0.6056355933196019,0.0,0.0,0.0,0.35279251707865,0.0,0.35279251707865,0.6056355933196019,0.6056355933196019,0.6056355933196019,0.0,0.0,0.0,0.0,0.35279251707865,1.1215738656551992
0.7798907523922728,0.7671024238087792,0,0.0,0.7858807313762303,0.8222279617434598,0.0,0.639539204066679,0.35279251707865,0.5496051325127768,0.0,0.0,0.59262469262499,0.5081005020042367,0.0,0.0,0.0,0.0,0.0,0.0,0.6414349232056878,0.0,0.6923240370392387,0.0,0.6923240370392387,0.44123008568346517,0.44330595415965185,0.0,0.0,0.0,0.44123008568346517,0.0,0.44123008568346517,0.24631959052300986,0.4121315331180167,0.3552004971240671,0.0,0.0,0.0,0.0,0.44123008568346517,0.639539204066679
